RIGHT;2;2;1322;4;11500;3665;45;228;4;false;false;false;false;126;-1;-1;-1;LEFT;RIGHT;RIGHT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.957983193277311;1.0;0.908695652173913;LEFT;0.9978260869565218;0.9239130434782609;
RIGHT;2;2;1323;4;11500;3666;46;228;4;false;false;false;false;126;-1;-1;-1;LEFT;RIGHT;RIGHT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.957983193277311;1.0;0.908695652173913;LEFT;0.9985507246376811;0.9231884057971015;
RIGHT;2;2;1324;4;11500;3667;47;228;4;false;false;false;false;126;-1;-1;-1;LEFT;RIGHT;RIGHT;RIGHT;1380;238;4;-1.0;0.66;-1.0;0.33;0.957983193277311;1.0;0.908695652173913;LEFT;0.9992753623188406;0.922463768115942;
RIGHT;2;2;1325;4;11510;3668;48;227;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.9537815126050421;1.0;0.908695652173913;LEFT;0.9971014492753624;0.9217391304347826;
RIGHT;2;2;1326;4;11510;3669;49;227;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.9537815126050421;1.0;0.908695652173913;LEFT;0.9978260869565218;0.9210144927536232;
RIGHT;2;2;1327;4;11510;3670;50;227;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.9537815126050421;1.0;0.908695652173913;LEFT;0.9985507246376811;0.9202898550724637;
RIGHT;2;2;1328;4;11510;3671;51;227;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.66;-1.0;0.33;0.9537815126050421;1.0;0.908695652173913;LEFT;0.9992753623188406;0.9195652173913044;
RIGHT;2;2;1329;4;11520;3672;52;226;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.9495798319327731;1.0;0.908695652173913;LEFT;0.9971014492753624;0.9188405797101449;
RIGHT;2;2;1330;4;11520;3673;53;226;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.9495798319327731;1.0;0.908695652173913;LEFT;0.9978260869565218;0.9181159420289855;
RIGHT;2;2;1331;4;11520;3674;54;226;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.9495798319327731;1.0;0.908695652173913;LEFT;0.9985507246376811;0.9173913043478261;
RIGHT;2;2;1332;4;11520;3675;55;226;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.66;-1.0;0.33;0.9495798319327731;1.0;0.908695652173913;LEFT;0.9992753623188406;0.9166666666666666;
RIGHT;2;2;1333;4;11530;3676;56;225;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.9453781512605042;1.0;0.908695652173913;LEFT;0.9971014492753624;0.9159420289855073;
RIGHT;2;2;1334;4;11530;3677;57;225;4;false;false;false;false;126;-1;142;-1;LEFT;RIGHT;LEFT;RIGHT;1380;238;4;-1.0;0.33;-1.0;0.33;0.9453781512605042;1.0;0.908695652173913;LEFT;0.9978260869565218;0.9152173913043479;
