Epoch;Iteration;Learning Rate;Training-loss;Test-loss;Validation-loss;Training-accuracy;Test-accuracy;Validation-Accuracy
0;-1;0.001;0.0;0.0;0.14198360932698376;0.0;0.0;0.23934723436832428
1;-1;0.0010014876045454546;0.0;0.0;0.12694082585451402;0.0;0.0;0.22665457427501678
2;-1;0.001002975209090909;0.0;0.0;0.12538306848166703;0.0;0.0;0.22665457427501678
3;-1;0.0010044628136363636;0.0;0.0;0.12412539884953894;0.0;0.0;0.22665457427501678
4;-1;0.0010059504181818182;0.0;0.0;0.12313197771149331;0.0;0.0;0.23572076857089996
5;-1;0.0010074380227272728;0.0;0.0;0.12237207127022526;0.0;0.0;0.2538531422615051
6;-1;0.0010089256272727274;0.0;0.0;0.12179791917644998;0.0;0.0;0.2556663751602173
7;-1;0.0010104132318181818;0.0;0.0;0.1213622114256479;0.0;0.0;0.25657299160957336
8;-1;0.0010119008363636364;0.0;0.0;0.12102645499317015;0.0;0.0;0.26110607385635376
9;-1;0.001013388440909091;0.0;0.0;0.12076225387468975;0.0;0.0;0.2719855010509491
10;-1;0.0010148760454545454;0.0;0.0;0.12054961069509189;0.0;0.0;0.2801450490951538
11;-1;0.00101636365;0.0;0.0;0.12037468787232608;0.0;0.0;0.28739801049232483
12;-1;0.0010178512545454545;0.0;0.0;0.12022792101989825;0.0;0.0;0.29102447628974915
13;-1;0.0010193388590909091;0.0;0.0;0.12010264404813263;0.0;0.0;0.29465094208717346
14;-1;0.0010208264636363637;0.0;0.0;0.11999414608354676;0.0;0.0;0.29918405413627625
15;-1;0.0010223140681818181;0.0;0.0;0.11989904040917655;0.0;0.0;0.3000906705856323
16;-1;0.0010238016727272727;0.0;0.0;0.11981484521677231;0.0;0.0;0.30371713638305664
17;-1;0.0010252892772727273;0.0;0.0;0.11973970453303;0.0;0.0;0.3055303692817688
18;-1;0.001026776881818182;0.0;0.0;0.11967220119644292;0.0;0.0;0.30734360218048096
19;-1;0.0010282644863636363;0.0;0.0;0.11961123036699006;0.0;0.0;0.30734360218048096
20;-1;0.001029752090909091;0.0;0.0;0.11955591308702931;0.0;0.0;0.3064369857311249
21;-1;0.0010312396954545455;0.0;0.0;0.11950553656553464;0.0;0.0;0.30734360218048096
22;-1;0.0010327273;0.0;0.0;0.11945951245879895;0.0;0.0;0.3127833306789398
23;-1;0.0010342149045454545;0.0;0.0;0.11941734738375051;0.0;0.0;0.3127833306789398
24;-1;0.001035702509090909;0.0;0.0;0.11937862182052994;0.0;0.0;0.314596563577652
25;-1;0.0010371901136363637;0.0;0.0;0.11934297481718839;0.0;0.0;0.3127833306789398
26;-1;0.0010386777181818183;0.0;0.0;0.11931009273964249;0.0;0.0;0.30825021862983704
27;-1;0.0010401653227272727;0.0;0.0;0.11927970086455889;0.0;0.0;0.3100634515285492
28;-1;0.0010416529272727273;0.0;0.0;0.11925155698689348;0.0;0.0;0.3100634515285492
29;-1;0.0010431405318181818;0.0;0.0;0.11922544646827636;0.0;0.0;0.3127833306789398
30;-1;0.0010446281363636362;0.0;0.0;0.11920117832683104;0.0;0.0;0.3100634515285492
31;-1;0.0010461157409090908;0.0;0.0;0.11917858208916961;0.0;0.0;0.3100634515285492
32;-1;0.0010476033454545454;0.0;0.0;0.1191575052084533;0.0;0.0;0.3100634515285492
33;-1;0.00104909095;0.0;0.0;0.1191378109100674;0.0;0.0;0.3109700679779053
34;-1;0.0010505785545454546;0.0;0.0;0.11911937636655873;0.0;0.0;0.3109700679779053
35;-1;0.0010520661590909092;0.0;0.0;0.11910209113134611;0.0;0.0;0.31187671422958374
36;-1;0.0010535537636363636;0.0;0.0;0.11908585578013564;0.0;0.0;0.3127833306789398
37;-1;0.0010550413681818182;0.0;0.0;0.11907058072249256;0.0;0.0;0.3136899471282959
38;-1;0.0010565289727272728;0.0;0.0;0.11905618515548207;0.0;0.0;0.314596563577652
39;-1;0.0010580165772727272;0.0;0.0;0.11904259613791211;0.0;0.0;0.314596563577652
40;-1;0.0010595041818181818;0.0;0.0;0.1190297477683927;0.0;0.0;0.314596563577652
41;-1;0.0010609917863636364;0.0;0.0;0.11901758045377597;0.0;0.0;0.3136899471282959
42;-1;0.001062479390909091;0.0;0.0;0.11900604025694103;0.0;0.0;0.3127833306789398
43;-1;0.0010639669954545456;0.0;0.0;0.1189950783146952;0.0;0.0;0.3127833306789398
44;-1;0.0010654546;0.0;0.0;0.1189846503178946;0.0;0.0;0.3127833306789398
45;-1;0.0010669422045454546;0.0;0.0;0.11897471604695123;0.0;0.0;0.31187671422958374
46;-1;0.0010684298090909092;0.0;0.0;0.11896523895672707;0.0;0.0;0.31187671422958374
47;-1;0.0010699174136363635;0.0;0.0;0.11895618580551313;0.0;0.0;0.3127833306789398
48;-1;0.0010714050181818181;0.0;0.0;0.11894752632337614;0.0;0.0;0.3127833306789398
49;-1;0.0010728926227272727;0.0;0.0;0.11893923291566028;0.0;0.0;0.3136899471282959
50;-1;0.0010743802272727273;0.0;0.0;0.11893128039787804;0.0;0.0;0.3136899471282959
51;-1;0.001075867831818182;0.0;0.0;0.11892364575861356;0.0;0.0;0.3136899471282959
52;-1;0.0010773554363636363;0.0;0.0;0.11891630794741986;0.0;0.0;0.3136899471282959
53;-1;0.001078843040909091;0.0;0.0;0.11890924768500757;0.0;0.0;0.3136899471282959
54;-1;0.0010803306454545455;0.0;0.0;0.11890244729330099;0.0;0.0;0.3136899471282959
55;-1;0.0010818182499999999;0.0;0.0;0.11889589054320972;0.0;0.0;0.3127833306789398
56;-1;0.0010833058545454545;0.0;0.0;0.11888956251817906;0.0;0.0;0.3109700679779053
57;-1;0.001084793459090909;0.0;0.0;0.11888344949180733;0.0;0.0;0.3100634515285492
58;-1;0.0010862810636363637;0.0;0.0;0.11887753881799214;0.0;0.0;0.3109700679779053
59;-1;0.001087768668181818;0.0;0.0;0.11887181883224945;0.0;0.0;0.3127833306789398
60;-1;0.0010892562727272727;0.0;0.0;0.11886627876298658;0.0;0.0;0.3127833306789398
61;-1;0.0010907438772727273;0.0;0.0;0.1188609086516588;0.0;0.0;0.3127833306789398
62;-1;0.0010922314818181819;0.0;0.0;0.11885569928084648;0.0;0.0;0.31187671422958374
63;-1;0.0010937190863636365;0.0;0.0;0.11885064210940871;0.0;0.0;0.3109700679779053
64;-1;0.0010952066909090908;0.0;0.0;0.11884572921395445;0.0;0.0;0.31187671422958374
65;-1;0.0010966942954545454;0.0;0.0;0.11884095323596441;0.0;0.0;0.31187671422958374
66;-1;0.0010981819;0.0;0.0;0.1188363073339688;0.0;0.0;0.3109700679779053
67;-1;0.0010996695045454546;0.0;0.0;0.11883178514024967;0.0;0.0;0.3109700679779053
68;-1;0.001101157109090909;0.0;0.0;0.11882738072160423;0.0;0.0;0.3127833306789398
69;-1;0.0011026447136363636;0.0;0.0;0.11882308854374785;0.0;0.0;0.31550318002700806
70;-1;0.0011041323181818182;0.0;0.0;0.11881890343898696;0.0;0.0;0.31550318002700806
71;-1;0.0011056199227272728;0.0;0.0;0.11881482057683311;0.0;0.0;0.314596563577652
72;-1;0.0011071075272727272;0.0;0.0;0.11881083543726413;0.0;0.0;0.31550318002700806
73;-1;0.0011085951318181818;0.0;0.0;0.11880694378636916;0.0;0.0;0.31187671422958374
74;-1;0.0011100827363636364;0.0;0.0;0.11880314165414521;0.0;0.0;0.31187671422958374
75;-1;0.001111570340909091;0.0;0.0;0.11879942531423736;0.0;0.0;0.3127833306789398
76;-1;0.0011130579454545454;0.0;0.0;0.11879579126543356;0.0;0.0;0.3127833306789398
77;-1;0.00111454555;0.0;0.0;0.11879223621475014;0.0;0.0;0.3127833306789398
78;-1;0.0011160331545454546;0.0;0.0;0.11878875706195695;0.0;0.0;0.3127833306789398
79;-1;0.0011175207590909092;0.0;0.0;0.1187853508854082;0.0;0.0;0.3127833306789398
80;-1;0.0011190083636363638;0.0;0.0;0.11878201492905897;0.0;0.0;0.3136899471282959
81;-1;0.0011204959681818181;0.0;0.0;0.11877874659055829;0.0;0.0;0.3136899471282959
82;-1;0.0011219835727272727;0.0;0.0;0.11877554341032243;0.0;0.0;0.3136899471282959
