Epoch;Iteration;Learning Rate;Training-loss;Test-loss;Validation-loss;Training-accuracy;Test-accuracy;Validation-Accuracy
0;-1;0.001;0.0;0.0;0.1377621504640227;0.0;0.0;0.3689936399459839
1;-1;0.0010014876045454546;0.0;0.0;0.11625505653973836;0.0;0.0;0.4061650037765503
2;-1;0.001002975209090909;0.0;0.0;0.1115676913959864;0.0;0.0;0.3807796835899353
3;-1;0.0010044628136363636;0.0;0.0;0.11027793759352812;0.0;0.0;0.3853127956390381
4;-1;0.0010059504181818182;0.0;0.0;0.10963528621352502;0.0;0.0;0.38712602853775024
5;-1;0.0010074380227272728;0.0;0.0;0.10916809972234316;0.0;0.0;0.39075249433517456
6;-1;0.0010089256272727274;0.0;0.0;0.10878080585240008;0.0;0.0;0.3889392614364624
7;-1;0.0010104132318181818;0.0;0.0;0.1084474829091604;0.0;0.0;0.3889392614364624
8;-1;0.0010119008363636364;0.0;0.0;0.10815752014355567;0.0;0.0;0.3889392614364624
9;-1;0.001013388440909091;0.0;0.0;0.10790416069268306;0.0;0.0;0.3980054259300232
10;-1;0.0010148760454545454;0.0;0.0;0.10768188518358243;0.0;0.0;0.4007253050804138
11;-1;0.00101636365;0.0;0.0;0.10748585819577822;0.0;0.0;0.4016319215297699
12;-1;0.0010178512545454545;0.0;0.0;0.1073118507414076;0.0;0.0;0.40435177087783813
13;-1;0.0010193388590909091;0.0;0.0;0.10715623615231548;0.0;0.0;0.40435177087783813
14;-1;0.0010208264636363637;0.0;0.0;0.10701596677275081;0.0;0.0;0.4061650037765503
15;-1;0.0010223140681818181;0.0;0.0;0.10688852341030523;0.0;0.0;0.40707162022590637
16;-1;0.0010238016727272727;0.0;0.0;0.10677184873305538;0.0;0.0;0.4179510474205017
17;-1;0.0010252892772727273;0.0;0.0;0.10666427615078455;0.0;0.0;0.41251131892204285
18;-1;0.001026776881818182;0.0;0.0;0.10656446185750011;0.0;0.0;0.41251131892204285
19;-1;0.0010282644863636363;0.0;0.0;0.10647132405259367;0.0;0.0;0.4143245816230774
20;-1;0.001029752090909091;0.0;0.0;0.1063839908493749;0.0;0.0;0.4143245816230774
21;-1;0.0010312396954545455;0.0;0.0;0.10630175691418256;0.0;0.0;0.41523119807243347
22;-1;0.0010327273;0.0;0.0;0.10622404813201557;0.0;0.0;0.4134179651737213
23;-1;0.0010342149045454545;0.0;0.0;0.1061503932817442;0.0;0.0;0.41523119807243347
24;-1;0.001035702509090909;0.0;0.0;0.10608040163145188;0.0;0.0;0.41704443097114563
25;-1;0.0010371901136363637;0.0;0.0;0.10601374541453819;0.0;0.0;0.42067089676856995
26;-1;0.0010386777181818183;0.0;0.0;0.10595014625342851;0.0;0.0;0.4224841296672821
27;-1;0.0010401653227272727;0.0;0.0;0.10588936472433957;0.0;0.0;0.42429736256599426
28;-1;0.0010416529272727273;0.0;0.0;0.10583119238499794;0.0;0.0;0.42429736256599426
29;-1;0.0010431405318181818;0.0;0.0;0.10577544570795502;0.0;0.0;0.4261105954647064
30;-1;0.0010446281363636362;0.0;0.0;0.10572196147054766;0.0;0.0;0.42883047461509705
31;-1;0.0010461157409090908;0.0;0.0;0.10567059324652046;0.0;0.0;0.4315503239631653
32;-1;0.0010476033454545454;0.0;0.0;0.10562120872345274;0.0;0.0;0.43245694041252136
33;-1;0.00104909095;0.0;0.0;0.10557368763498984;0.0;0.0;0.43245694041252136
34;-1;0.0010505785545454546;0.0;0.0;0.10552792014876491;0.0;0.0;0.4315503239631653
35;-1;0.0010520661590909092;0.0;0.0;0.10548380559145903;0.0;0.0;0.4306437075138092
36;-1;0.0010535537636363636;0.0;0.0;0.10544125142352877;0.0;0.0;0.4315503239631653
37;-1;0.0010550413681818182;0.0;0.0;0.10540017239948955;0.0;0.0;0.4315503239631653
38;-1;0.0010565289727272728;0.0;0.0;0.1053604898669639;0.0;0.0;0.43245694041252136
39;-1;0.0010580165772727272;0.0;0.0;0.10532213117034582;0.0;0.0;0.43245694041252136
40;-1;0.0010595041818181818;0.0;0.0;0.10528502913411565;0.0;0.0;0.43336355686187744
41;-1;0.0010609917863636364;0.0;0.0;0.10524912160745428;0.0;0.0;0.4351767897605896
42;-1;0.001062479390909091;0.0;0.0;0.10521435105658476;0.0;0.0;0.4351767897605896
43;-1;0.0010639669954545456;0.0;0.0;0.10518066419474667;0.0;0.0;0.4342701733112335
44;-1;0.0010654546;0.0;0.0;0.10514801164225625;0.0;0.0;0.4342701733112335
45;-1;0.0010669422045454546;0.0;0.0;0.10511634761102001;0.0;0.0;0.4360834062099457
46;-1;0.0010684298090909092;0.0;0.0;0.10508562960933597;0.0;0.0;0.4388032555580139
47;-1;0.0010699174136363635;0.0;0.0;0.10505581816395322;0.0;0.0;0.43970987200737
48;-1;0.0010714050181818181;0.0;0.0;0.10502687655729069;0.0;0.0;0.4424297511577606
49;-1;0.0010728926227272727;0.0;0.0;0.10499877057843524;0.0;0.0;0.4433363676071167
50;-1;0.0010743802272727273;0.0;0.0;0.10497146828714601;0.0;0.0;0.4433363676071167
51;-1;0.001075867831818182;0.0;0.0;0.10494493979056631;0.0;0.0;0.44514960050582886
52;-1;0.0010773554363636363;0.0;0.0;0.1049191570326948;0.0;0.0;0.44605621695518494
53;-1;0.001078843040909091;0.0;0.0;0.10489409359694492;0.0;0.0;0.44514960050582886
54;-1;0.0010803306454545455;0.0;0.0;0.10486972452226478;0.0;0.0;0.4478694498538971
55;-1;0.0010818182499999999;0.0;0.0;0.10484602613337095;0.0;0.0;0.4478694498538971
56;-1;0.0010833058545454545;0.0;0.0;0.10482297588562786;0.0;0.0;0.4478694498538971
57;-1;0.001084793459090909;0.0;0.0;0.10480055222501287;0.0;0.0;0.4478694498538971
58;-1;0.0010862810636363637;0.0;0.0;0.1047787344634528;0.0;0.0;0.45058929920196533
59;-1;0.001087768668181818;0.0;0.0;0.10475750266961595;0.0;0.0;0.4514959156513214
60;-1;0.0010892562727272727;0.0;0.0;0.10473683757500606;0.0;0.0;0.4524025321006775
61;-1;0.0010907438772727273;0.0;0.0;0.1047167204949531;0.0;0.0;0.45330914855003357
62;-1;0.0010922314818181819;0.0;0.0;0.10469713326385086;0.0;0.0;0.4551223814487457
