0.5;0.5;0.5;0.5;0.28888888888888886;0.022222222222222223;LEFT
0.5;0.5;0.5;0.5;0.28444444444444444;0.017777777777777778;LEFT
0.5;0.5;0.5;0.5;0.28;0.013333333333333334;LEFT
0.5;0.5;0.5;0.5;0.27555555555555555;0.008888888888888889;LEFT
0.5;0.5;0.5;0.5;0.27111111111111114;0.0044444444444444444;LEFT
0.5;0.5;0.5;0.5;0.26666666666666666;0.017777777777777778;LEFT
0.5;0.5;0.5;0.5;0.26222222222222225;0.013333333333333334;LEFT
0.5;0.5;0.5;0.5;0.2577777777777778;0.008888888888888889;LEFT
0.5;0.5;0.5;0.5;0.25333333333333335;0.0044444444444444444;LEFT
0.5;0.5;0.5;0.5;0.24888888888888888;0.017777777777777778;LEFT
0.5;0.5;0.5;0.5;0.24444444444444444;0.013333333333333334;LEFT
0.5;0.5;0.5;0.5;0.24;0.008888888888888889;LEFT
0.5;0.5;0.5;0.5;0.23555555555555555;0.0044444444444444444;LEFT
0.5;0.5;0.5;0.5;0.2311111111111111;0.017777777777777778;LEFT
0.5;0.5;0.5;0.5;0.22666666666666666;0.013333333333333334;LEFT
0.5;0.5;0.5;0.5;0.2222222222222222;0.008888888888888889;LEFT
0.5;0.5;0.5;0.5;0.21777777777777776;0.0044444444444444444;LEFT
0.5;0.5;0.5;0.5;0.21333333333333335;0.017777777777777778;LEFT
0.5;0.5;0.5;0.5;0.2088888888888889;0.013333333333333334;LEFT
0.5;0.5;0.5;0.5;0.20444444444444446;0.008888888888888889;LEFT
0.5;0.5;0.5;0.5;0.2;0.0044444444444444444;LEFT
0.5;0.5;0.5;0.5;0.19555555555555557;0.017777777777777778;LEFT
0.5;0.5;0.5;0.5;0.19111111111111112;0.013333333333333334;LEFT
0.5;0.5;0.5;0.5;0.18666666666666668;0.008888888888888889;LEFT
0.5;0.5;0.5;0.5;0.18222222222222223;0.0044444444444444444;LEFT
0.5;0.5;0.5;0.5;0.17777777777777778;0.017777777777777778;LEFT
0.5;0.5;0.5;0.5;0.17333333333333334;0.013333333333333334;LEFT
0.5;0.5;0.5;0.5;0.1688888888888889;0.008888888888888889;LEFT
0.5;0.5;0.5;0.5;0.16444444444444445;0.0044444444444444444;LEFT
0.5;0.5;0.5;0.5;0.16;0.017777777777777778;LEFT
0.5;0.5;0.5;0.5;0.16444444444444445;0.013333333333333334;DOWN
0.5;0.5;0.5;0.5;0.1688888888888889;0.008888888888888889;DOWN
0.5;0.5;0.5;0.5;0.17333333333333334;0.0044444444444444444;DOWN
0.5;0.5;0.5;0.5;0.17777777777777778;0.017777777777777778;DOWN
0.5;0.5;0.5;0.5;0.18222222222222223;0.013333333333333334;DOWN
0.5;0.5;0.5;0.5;0.18666666666666668;0.008888888888888889;DOWN
0.5;0.5;0.5;0.5;0.19111111111111112;0.0044444444444444444;DOWN
