Epoch;Iteration;Learning Rate;Training-loss;Test-loss;Validation-loss;Training-accuracy;Test-accuracy;Validation-Accuracy
0;-1;0.001;0.2525138589085163;0.0;0.2559224355312248;0.20231665670871735;0.0;0.19506849348545074
1;-1;0.0010027472527472528;0.24978352956057856;0.0;0.2528924482036869;0.20231665670871735;0.0;0.19506849348545074
2;-1;0.0010054945054945054;0.24377064075511573;0.0;0.2466851407246469;0.20231665670871735;0.0;0.19506849348545074
3;-1;0.0010082417582417582;0.1113162573513922;0.0;0.11192203425392658;0.40588557720184326;0.0;0.4060274064540863
4;-1;0.001010989010989011;0.11076569017217938;0.0;0.11127461049234691;0.4339829385280609;0.0;0.42191779613494873
5;-1;0.0010137362637362636;0.11036247665267047;0.0;0.1107915544197531;0.4301479160785675;0.0;0.4158904254436493
6;-1;0.0010164835164835164;0.11005045973743523;0.0;0.11041513500058228;0.4297565817832947;0.0;0.42027395963668823
7;-1;0.0010192307692307692;0.10979866401595059;0.0;0.11011078039852523;0.4289739429950714;0.0;0.42027395963668823
8;-1;0.0010219780219780218;0.10958859039918149;0.0;0.10985698778904239;0.43312200903892517;0.0;0.43123286962509155
9;-1;0.0010247252747252746;0.10940884714331876;0.0;0.10964013734498464;0.43546998500823975;0.0;0.4372602701187134
10;-1;0.0010274725274725274;0.10925217863350485;0.0;0.10945136001375491;0.43312200903892517;0.0;0.4399999976158142
11;-1;0.00103021978021978;0.10911376986030209;0.0;0.10928467646150905;0.43820929527282715;0.0;0.44931507110595703
12;-1;0.001032967032967033;0.10899027439635366;0.0;0.10913589851355286;0.4407137930393219;0.0;0.44876712560653687
13;-1;0.0010357142857142859;0.10887925443622763;0.0;0.10900197738557167;0.44149643182754517;0.0;0.45041096210479736
14;-1;0.0010384615384615387;0.10877885518973365;0.0;0.1088806120353082;0.44321829080581665;0.0;0.45205479860305786
15;-1;0.0010412087912087913;0.1086876125623005;0.0;0.10877000938884943;0.442983478307724;0.0;0.452602744102478
16;-1;0.001043956043956044;0.10860433687666264;0.0;0.10866873403579623;0.44220083951950073;0.0;0.4531506896018982
17;-1;0.0010467032967032969;0.1085280402967331;0.0;0.10857561136964687;0.44204428791999817;0.0;0.45369863510131836
18;-1;0.0010494505494505495;0.10845788969164409;0.0;0.10848966324499776;0.4417312443256378;0.0;0.4515068531036377
19;-1;0.0010521978021978023;0.10839317459872587;0.0;0.10841006385599775;0.442983478307724;0.0;0.45205479860305786
20;-1;0.001054945054945055;0.10833328439013182;0.0;0.10833610849829749;0.4429052174091339;0.0;0.45041096210479736
21;-1;0.0010576923076923077;0.10827769124477697;0.0;0.10826719075103883;0.4433748126029968;0.0;0.44931507110595703
22;-1;0.0010604395604395605;0.10822593693573392;0.0;0.10820278530689054;0.4440009295940399;0.0;0.44931507110595703
23;-1;0.0010631868131868133;0.1081776222440748;0.0;0.10814243469291251;0.44423574209213257;0.0;0.45095890760421753
24;-1;0.0010659340659340659;0.10813239827056693;0.0;0.10808573874689568;0.4451749324798584;0.0;0.45041096210479736
25;-1;0.0010686813186813187;0.10808995918451308;0.0;0.10803234610250172;0.4457227885723114;0.0;0.45041096210479736
26;-1;0.0010714285714285715;0.10805003610674631;0.0;0.10798194718323414;0.4461923837661743;0.0;0.4515068531036377
27;-1;0.001074175824175824;0.1080123919177684;0.0;0.10793426836350559;0.44658371806144714;0.0;0.45369863510131836
28;-1;0.0010769230769230769;0.10797681683869866;0.0;0.10788906705712797;0.4479142129421234;0.0;0.45369863510131836
29;-1;0.0010796703296703297;0.1079431246675959;0.0;0.10784612755971881;0.4484620690345764;0.0;0.4542465806007385
30;-1;0.0010824175824175823;0.10791114957595961;0.0;0.10780525751475935;0.44877514243125916;0.0;0.45534247159957886
31;-1;0.001085164835164835;0.10788074338519218;0.0;0.10776628490175216;0.4485403597354889;0.0;0.455890417098999
32;-1;0.0010879120879120879;0.10785177325380346;0.0;0.10772905546464226;0.44885340332984924;0.0;0.4564383625984192
33;-1;0.0010906593406593405;0.10782411971483362;0.0;0.10769343051276194;0.448618620634079;0.0;0.455890417098999
34;-1;0.0010934065934065935;0.10779767501048375;0.0;0.10765928503727347;0.448618620634079;0.0;0.455890417098999
35;-1;0.0010961538461538463;0.10777234167765865;0.0;0.10762650609466583;0.4484620690345764;0.0;0.4564383625984192
36;-1;0.0010989010989010991;0.10774803134433283;0.0;0.10759499141602033;0.44893166422843933;0.0;0.455890417098999
37;-1;0.0011016483516483517;0.10772466370227343;0.0;0.10756464820695207;0.44940125942230225;0.0;0.45534247159957886
38;-1;0.0011043956043956045;0.10770216562687927;0.0;0.1075353921085006;0.449166476726532;0.0;0.45534247159957886
39;-1;0.0011071428571428573;0.10768047041948627;0.0;0.10750714629392952;0.44932299852371216;0.0;0.4547945261001587
40;-1;0.00110989010989011;0.10765951715159416;0.0;0.10747984068045939;0.44924473762512207;0.0;0.4547945261001587
41;-1;0.0011126373626373627;0.10763925009400568;0.0;0.107453411238438;0.449166476726532;0.0;0.4547945261001587
42;-1;0.0011153846153846155;0.10761961821691178;0.0;0.10742779938340646;0.44924473762512207;0.0;0.45534247159957886
43;-1;0.0011181318681318681;0.1076005747494656;0.0;0.1074029514389958;0.44947952032089233;0.0;0.4564383625984192
44;-1;0.001120879120879121;0.10758207678954723;0.0;0.10737881816064605;0.4495578110218048;0.0;0.45698630809783936
45;-1;0.0011236263736263737;0.10756408495610424;0.0;0.10735535431184022;0.44932299852371216;0.0;0.4564383625984192
46;-1;0.0011263736263736263;0.10754656307790589;0.0;0.10733251828591699;0.448618620634079;0.0;0.4564383625984192
47;-1;0.0011291208791208791;0.10752947791365867;0.0;0.10731027176767537;0.44869688153266907;0.0;0.4564383625984192
48;-1;0.001131868131868132;0.1075127988993489;0.0;0.1072885794298836;0.44893166422843933;0.0;0.45698630809783936
49;-1;0.0011346153846153845;0.10749649791941877;0.0;0.10726740866056456;0.4490882158279419;0.0;0.4575342535972595
50;-1;0.0011373626373626373;0.10748054909894025;0.0;0.10724672931752732;0.4490882158279419;0.0;0.45698630809783936
51;-1;0.0011401098901098901;0.10746492861443079;0.0;0.10722651350712503;0.44932299852371216;0.0;0.45534247159957886
52;-1;0.0011428571428571427;0.10744961452132053;0.0;0.10720673538461256;0.44932299852371216;0.0;0.45534247159957886
53;-1;0.0011456043956043955;0.10743458659636276;0.0;0.10718737097382725;0.44932299852371216;0.0;0.45534247159957886
54;-1;0.0011483516483516483;0.10741982619353574;0.0;0.10716839800419801;0.44947952032089233;0.0;0.45534247159957886
55;-1;0.001151098901098901;0.10740531611214683;0.0;0.10714979576331776;0.4496360719203949;0.0;0.45534247159957886
56;-1;0.0011538461538461537;0.1073910404760506;0.0;0.10713154496352327;0.4496360719203949;0.0;0.45534247159957886
57;-1;0.0011565934065934065;0.10737698462297231;0.0;0.10711362762109897;0.4495578110218048;0.0;0.4547945261001587
58;-1;0.0011593406593406594;0.10736313500307088;0.0;0.10709602694686103;0.44947952032089233;0.0;0.4547945261001587
59;-1;0.0011620879120879122;0.10734947908595154;0.0;0.10707872724702214;0.4496360719203949;0.0;0.4547945261001587
60;-1;0.001164835164835165;0.10733600527542234;0.0;0.10706171383333422;0.44932299852371216;0.0;0.4542465806007385
61;-1;0.0011675824175824178;0.10732270283134965;0.0;0.10704497294161615;0.44924473762512207;0.0;0.45534247159957886
